average_precision,brier,cv_average_precision,cv_brier,cv_f1,cv_precision,cv_recall,f1,metric,precision,recall,threshold
0.9340209515413278,0.1203422619047619,,,,,,0.912,prompt,0.8976377952755905,0.926829268292683,0.5
0.9340209515413278,0.16817326631244273,0.9362283794286762,0.16832146872582868,0.8453166815343444,0.7320855614973263,1.0,0.845360824742268,combined,0.7321428571428571,1.0,0.5
