average_precision,brier,cv_average_precision,cv_brier,cv_f1,cv_precision,cv_recall,f1,metric,precision,recall
0.829457664661785,0.26710006539208997,,,,,,0.8436363636363636,ngram,0.7295597484276729,1.0
0.8294469122877657,0.19727701895586466,0.8290702000253898,0.19727747353686315,0.8436360770230223,0.7295598521389015,1.0,0.8436363636363636,combined,0.7295597484276729,1.0
