average_precision,brier,cv_average_precision,cv_brier,cv_f1,cv_precision,cv_recall,f1,metric,precision,recall
0.9228355640193685,0.10981285905936487,,,,,,0.9411764705882353,ngram,0.8888888888888888,1.0
0.9462008851129542,0.5408913315056917,,,,,,0.3673469387755102,nli,1.0,0.225
0.8501869892838138,0.8784903807550055,,,,,,0.0,bertscore,0.0,0.0
0.8864267676767676,0.11666666666666667,,,,,,0.9411764705882353,prompt,0.8888888888888888,1.0
0.9456958346079036,0.09747210659053249,0.950357142857143,0.09771163892989808,0.9411764705882353,0.888888888888889,1.0,0.9411764705882353,combined,0.8888888888888888,1.0
