average_precision,brier,cv_average_precision,cv_brier,cv_f1,cv_precision,cv_recall,f1,metric,precision,recall,threshold
0.9328992677536891,0.1202232142857143,,,,,,0.9032258064516129,prompt,0.896,0.9105691056910569,0.5
0.9328992677536891,0.16827791812198556,0.9375240451373319,0.16844521062307527,0.8453166815343444,0.7320855614973263,1.0,0.845360824742268,combined,0.7321428571428571,1.0,0.5
