average_precision,brier,cv_average_precision,cv_brier,cv_f1,cv_precision,cv_recall,f1,metric,precision,recall,threshold
0.7497601604694866,0.2640474986334393,,,,,,0.845360824742268,ngram,0.7321428571428571,1.0,0.5
0.7498008108759906,0.19611610407308516,0.7579445916715034,0.19615105932431273,0.8453166815343444,0.7320855614973263,1.0,0.845360824742268,combined,0.7321428571428571,1.0,0.5
